Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
284,2343,0.6793825222396647,23.914285714285715,3.1428571428571326,0.00024117745914415358
285,2722,0.7020059305773587,23.642857142857142,3.428571428571418,0.0005056067344956889
286,2264,0.7246293389150528,23.37142857142857,3.7142857142857038,0.0007578488510074932
287,2791,0.7472527472527468,23.099999999999998,3.9999999999999893,0.0009456273115512457
288,4492,0.7576773146596577,23.24285714285714,3.571428571428561,0.0011750986839151312
289,4407,0.7681018820665686,23.385714285714283,3.1428571428571326,0.0014427351063297537
290,4780,0.7785264494734795,23.528571428571425,2.714285714285704,0.002889639503841521
291,4688,0.7889510168803904,23.671428571428567,2.285714285714276,0.004921848240366692
292,5206,0.7993755842873013,23.81428571428571,1.8571428571428472,0.006793058194324889
293,3453,0.8098001516942122,23.957142857142852,1.4285714285714186,0.007971043310596799
294,4683,0.820224719101123,24.099999999999994,0.99999999999999,0.009200342779878103
295,6813,0.8232588184629834,24.214285714285708,0.99999999999999,0.010149177238492436
296,6464,0.8262929178248438,24.328571428571422,0.99999999999999,0.010814499896729864
297,5975,0.8293270171867042,24.442857142857136,0.99999999999999,0.01148302970203038
298,4403,0.8323611165485646,24.55714285714285,0.99999999999999,0.01221313673094217
299,1769,0.835395215910425,24.671428571428564,0.99999999999999,0.012539784659317595
300,5846,0.8384293152722854,24.785714285714278,0.99999999999999,0.01254507645197169
301,6664,0.8414634146341458,24.89999999999999,0.99999999999999,0.012559508613755582
302,6066,0.8421334762798172,24.88571428571428,1.2857142857142758,0.012582920787316118
303,11306,0.8428035379254886,24.871428571428567,1.5714285714285614,0.012670155187432088
304,8896,0.84347359957116,24.857142857142854,1.857142857142847,0.013300519942681867
305,6603,0.8441436612168314,24.84285714285714,2.1428571428571326,0.01455146765463901
306,4114,0.8448137228625028,24.82857142857143,2.428571428571418,0.015736668851802867
307,7402,0.8454837845081742,24.814285714285717,2.7142857142857038,0.016171878708263792
308,6618,0.8461538461538456,24.800000000000004,2.9999999999999893,0.016480887327792237
309,9547,0.8477237048665615,25.457142857142863,4.428571428571418,0.016725592648705788
310,7372,0.8492935635792773,26.11428571428572,5.857142857142847,0.017249480121461075
311,6396,0.8508634222919932,26.77142857142858,7.285714285714276,0.018275927539002115
312,5924,0.852433281004709,27.428571428571438,8.714285714285705,0.019738707314476165
313,5332,0.8540031397174249,28.085714285714296,10.142857142857133,0.022417637256272858
314,4147,0.8555729984301408,28.742857142857154,11.571428571428562,0.02521491092469747
315,3816,0.8571428571428567,29.400000000000013,12.999999999999991,0.02735119158341982
316,6267,0.864945978391356,29.357142857142872,12.714285714285705,0.02863340897924206
317,5329,0.8727490996398554,29.31428571428573,12.428571428571418,0.03017123599599235
318,5023,0.8805522208883547,29.27142857142859,12.142857142857132,0.03254805268444624
319,4711,0.8883553421368541,29.22857142857145,11.857142857142845,0.03574349366075311
320,4566,0.8961584633853534,29.185714285714308,11.571428571428559,0.040085329354760495
321,3064,0.9039615846338528,29.142857142857167,11.285714285714272,0.046003798544981524
322,3092,0.9117647058823521,29.100000000000026,10.999999999999986,0.053212182283976193
323,4754,0.8948912898492722,29.31428571428574,12.428571428571415,0.05719401572015204
324,4104,0.8780178738161923,29.528571428571457,13.857142857142843,0.060270952612477856
